1150;Punci¢n estereot†xica de quistes, abcesos y hematomas intracraneanos;;;20;;;0
1151;Implantaci¢n estereot†xica de electrodos y material radio activo;;;22;;;0
1152;Biopsia esterot†xica de lesiones cerebrales;;;20;;;0
OPERACIONES PLµSTICAS EN CRµNEO;;;;;;;
1160;Correcci¢n hundimiento craneano;;;12;;;0
1161;Craniectom°a lineal;;;12;;;0
1162;Craneoplastia para correcci¢n de defecto por resecci¢n del tumor ¢seo o infecci¢n;;;20;;;0
1163;Esquirlectom°a craneal;;;12;;;0
1164;Craneoplastia con acr°lico;;;13;;;0
1165;Craneoplastia con remplazo ¢seo;;;20;;;0
1166;Tratamiento para descompresi¢n y correcci¢n ¢rbitaria.;;;21;;;0
1220;Derivaci¢n ventr°culo atrial;;;13;;;
1221;Derivaci¢n ventr°culo peritoneal;;;13;;;
1222;Derivaci¢n ventr°culo pleural;;;13;;;
1223;Derivaci¢n ventr°culo subaracnoidea cervical;;;13;;;
1224;Derivaci¢n subduro atrial;;;13;;;
1225;Derivaci¢n subduro peritoneal;;;13;;;
1226;Drenaje de quiste hacia aur°cula;;;13;;;
1227;Ventriculostom°a (drenaje externo);;;12;;;
1240;Eliminaci¢n de derivaci¢n;;;9;;;
1241;Revisi¢n de derivaci¢n;;;10;;;
1250;Punci¢n cisternal;;;4;;;
1251;Punci¢n ventricular;;;5;;;
1252;Punci¢n subdural;;;4;;;
1261;Implantaci¢n de marcapasos tipo cerebeloso;;;20;;;
1262;Nucleotom°a percut†nea;;;22;;;
3.  RAQUIS Y MêDULA ESPINAL;;;;;;;
1301;Laminectom°a para exploraci¢n del canal raqu°deo, uno o m†s segmentos Extradural, Subdural o Intramedular (cervical, dorsal, lumbar o sacra);;;20;;;
1311;Uno o m†s interespacios cervical, tor†xica o lumbar, unilateral;;;21;;;
1313;Uno o m†s interespacios cervical tor†xica o lumbar, bilateral;;;22;;;
1315;Microdiscoidectom°a, uno o m†s interespacios;;;23;;;
1321;Laminectom°a para mielotom°a, tipo Bischof, dorsal o lumbar;;;22;;;
1322;Laminectom°a para rizotom°a, uno o dos segmentos;;;21;;;
1323;Laminectom°a para rizotom°a, m†s de dos segmentos;;;22;;;
1324;Laminectom°a para cordotom°a, unilateral, en un tiempo, cervical o dorsal;;;21;;;
1325;Laminectom°a para cordotom°a, bilateral, en un tiempo, cervical o dorsal;;;22;;;
1326;Laminectom°a para cordotom°a, bilateral, en dos tiempos, cervical o dorsal;;;23;;;
1332;Resecci¢n de meningocele raqu°deo;;;21;;;
1334;Resecci¢n de meningomieloradiculocele;;;22;;;
1335;Tratamiento de diastematomielia;;;22;;;
1341;"Lesi¢n estereot†xia de la mÇdula percut†nea, cualquier modalidad, inclusive
estimulaci¢n y/o registro";;;21;;;
1342;"Estimulaci¢n estereot†xica de la mÇdula, percut†nea o procedimiento separado no
seguido de cirug°a";;;12;;;
1343;Implantaci¢n percut†nea de electrodos de neuroestimulaci¢n, epidural o intradural;;;20;;;
1344;Laminectom°a para implantaci¢n de electrodos de neuroestimulaci¢n, extradurales;;;20;;;
1345;Laminectom°a para implantaci¢n de electrodos de neuroestimulaci¢n, intradurales;;;20;;;
1346;Revisi¢n o remoci¢n de electrodos de neuro estimulaci¢n, espinales;;;12;;;
1347;"Incisi¢n para la colocaci¢n subcut†nea de receptor de neuroestimulaci¢n,
acoplamiento directo o inductivo";;;12;;;
1348;Revisi¢n o remoci¢n de receptor de neuroestimulador, espinal;;;12;;;
1351;Reparaci¢n f°stula l°quido cefalorraqu°deo;;;20;;;
1352;Injerto dural;;;20;;;
1371;Disquectom°a cervical, abordaje anterior sin artrodesis, un solo interespacio;;;21;;;
1372;Disquectom°a cervical, abordaje anterior con artrodesis, un solo interespacio;;;22;;;
1373;Disquectom°a cervical, abordaje anterior sin artrodesis, dos o m†s interespacios;;;22;;;
1374;Disquectom°a cervical, abordaje anterior con artrodesis, dos o m†s interespacios;;;23;;;
1375;Cirug°a de Cloward;;;23;;;
1376;Cerclaje cervical;;;21;;;
1377;Cerclaje e injerto por listesis;;;22;;;
1378;Abordaje transoral por lesi¢n cervical;;;23;;;
1380;Descompresi¢n Medular dorsal o dorso lumbar, por v°a anterior;;;22;;;
1381;Descompresi¢n Medular dorsal o lumbar, por v°a antero lateral;;;22;;;
1382;Descomprensi¢n Medular por abordaje costo  vertebral;;;22;;;
1383;Disc¢lisis enzim†tica;;;12;;;
1384;"Laminectom°a y secci¢n de los ligamentos dentados, con o sin injerto dural o cervical,
uno o dos segmentos";;;21;;;
1385;"Laminectom°a y secci¢n de los ligamentos dentados, con o sin injerto dural o cervical,
m†s de dos segmentos";;;22;;;
1386;"Laminectom°a para resecci¢n u oclusi¢n de malformaci¢n arteriovenosa de la
mÇdula, cervical, dorsal o dorso lumbar";;;23;;;
1387;Microcirug°a de ra°ces, mÇdula y nervios, por aracnoiditis;;;22;;;
1389;Instalaci¢n de bomba de infusi¢n para dolor;;;13;;;
1401;Anastomosis microquir£rgica de pares craneanos, intra o extracraneana;;;22;;;
1402;Rizotom°a intracraneana para dolor;;;22;;;
1403;"Descompresi¢n neurovascular en hemiespasmo facial, neuralgia del V par, tort°colis
espasm¢dica, vÇrtigo o neuralgia del glosofar°ngeo";;;23;;;
1404;Descompresi¢n de nervio facial en pe§asco y fosa media;;;23;;;
1405;Neur¢lisis percut†nea con radiofrecuencia o sustancias qu°micas;;;22;;;
1406;Rizotom°a para dolor, abordaje por fosa media;;;20;;;
1407;Rizotom°a para dolor, abordaje por fosa posterior;;;20;;;
1408;Gangliolisis con radiofrecuencia;;;20;;;
1409;Gangliolisis con fenolizaci¢n;;;20;;;
1501;Simpatectom°a o gangliectom°a simp†tica, incluye cervical tor†cica, lumbar;;;12;;;
1502;Gangliectom°a esfenopalatina;;;20;;;
1503;Bloqueos simp†ticos por regiones;;;12;;;
6.  PLEJOS;;;;;;;
1601;Exploraci¢n plejo cervical, lumbar o sacro;;;20;;;
1610;Descompresi¢n de tronco;;;13;;;
1611;Reconstrucci¢n de plejo con neurorrafias;;;21;;;
1612;Reconstrucci¢n de plejo con injerto de nervio;;;22;;;
1613;Reconstrucci¢n de plejo con neurotizaciones;;;12;;;
1614;Resecci¢n de banda cervical;;;12;;;
1620;Resecci¢n tumor plejo;;;20;;;
2101;"Drenaje gl†ndula lagrimal; incluye saco lagrimal";;;3;;;
2102;"Extracci¢n cuerpo extra§o gl†ndula lagrimal; Incluye saco lagrimal";;;6;;;
2110;Dacriocistectom°a;;;7;;;
2111;Resecci¢n de gl†ndula lagrimal;;;7;;;
2112;Resecci¢n tumor gl†ndula lagrimal;;;7;;;
2120;Conjuntivodacriocistorrinostom°a;;;10;;;
2121;Dacriocistorrinostom°a;;;11;;;
2130;Plastia de canal°culos lagrimales;;;8;;;
2140;Remoci¢n c†lculos canal°culos lagrimales;;;3;;;
2141;Entropi¢n punto lagrimal;;;3;;;
2142;Ectropi¢n punto lagrimal;;;3;;;
2143;Oclusi¢n puntos lagrimales;;;3;;;
2210;Cauterizaci¢n chalazi¢n;;;3;;;
2211;Drenaje resecci¢n chalazi¢n;;;5;;;
2220;Fulguraci¢n p†rpado;;;3;;;
2221;Resecci¢n tumor benigno p†rpado;;;5;;;
2222;Resecci¢n tumor maligno p†rpado;;;8;;;
2223;Tarsectom°a;;;4;;;
2224;Resecci¢n tumor maligno p†rpado con reconstrucci¢n total;;;11;;;
2230;Blefarorrafia;;;4;;;
2231;Tarsorrafia;;;4;;;
2232;Fijaci¢n supratarsal para formar pliegue p†rpado superior;;;5;;;
2240;Correcci¢n ectropi¢n;;;7;;;
2241;Correcci¢n entropi¢n;;;7;;;
2242;Correcci¢n entropi¢n con exceso de laxitud horizontal;;;8;;;
2243;Correcci¢n entropi¢n recurrencia;;;8;;;
2244;Entropi¢n por infecci¢n con ectropi¢n punto lagrimal;;;8;;;
2245;Injerto cart°lago tarsal;;;7;;;
2246;Injerto p†rpado (correcci¢n ectropi¢n o entropi¢n);;;8;;;
2247;Blefaroplastia;;;10;;;
2248;Tarsoplastia;;;7;;;
2250;Electr¢lisis o electrofulguraci¢n de pesta§as por distriquiasis o triquiasis;;;4;;;
2260;Cantoplastia;;;4;;;
2261;Cantorrafia;;;4;;;
2262;Cantotom°a;;;3;;;
2263;Correcci¢n epicanto;;;6;;;
2264;Correcci¢n epicanto con cuatro colgajos (Mustarde);;;8;;;
2265;Correcci¢n telecanto y blefarofimosis por disrrupci¢n orbital;;;10;;;
2266;Correcci¢n telecanto, blefarofimosis y epicanto (congÇnita);;;11;;;
2270;Correcci¢n ptosis palpebral (resecci¢n externa o interna del m£sculo elevador);;;11;;;
2271;Correcci¢n ptosis palpebral (procedimiento de Fassanella y Servat);;;8;;;
2272;Correcci¢n ptosis palpebral deslizamiento m£sculo frontal;;;9;;;
2273;Correcci¢n ptosis palpebral con injerto fascia lata;;;9;;;
2301;Peritom°a total;;;4;;;
2302;Resecci¢n pterigi¢n;;;6;;;
2303;Resecci¢n pterigi¢n con injerto de conjuntiva;;;8;;;
2304;Resecci¢n pterigi¢n reproducido;;;8;;;
2305;Resecci¢n quiste o tumor conjuntival;;;6;;;
2306;Resecci¢n quiste o tumor conjuntival con injerto de mucosa;;;7;;;
2310;Sutura de la conjuntiva;;;4;;;
2311;"Injerto de la conjuntiva; incluye transplante y plastia";;;7;;;
2312;Correcci¢n simblÇfaron;;;7;;;
2313;Fotocoagulaci¢n de conjuntiva por laser;;;7;;;
2401;Descompresi¢n de ¢rbita (excepto v°a techo ¢rbita);;;10;;;
2402;Drenaje absceso de ¢rbita;;;4;;;
2403;Extracci¢n cuerpo extra§o de ¢rbita;;;10;;;
2410;Resecci¢n tumor ¢rbita;;;11;;;
2420;Exenteraci¢n de ¢rbita;;;20;;;
2430;"Plastia de ¢rbita (Inserci¢n de pr¢tesis orbitaria); incluye reinserci¢n de pr¢tesis";;;10;;;
2431;Plastia de ¢rbita con reconstrucci¢n de fondos de saco con injertos;;;10;;;
2432;Reconstrucci¢n piso;;;10;;;
2433;Reducci¢n fractura;;;9;;;
2501;Extracci¢n cuerpo extra§o endocular;;;13;;;
RESECCIONES EN GLOBO OCULAR;;;;;;;
2510;Enucleaci¢n con injerto dermograso;;;10;;;
2511;Enucleaci¢n con implante;;;8;;;
2530;Inserci¢n secundaria de pr¢tesis (con formaci¢n de fondos de saco conjuntivales);;;9;;;
2540;Correcci¢n estrabismo horizontal o vertical;;;8;;;
2541;Correcci¢n estrabismo mixto (horizontal con componente vertical);;;10;;;
2542;Acortamiento tend¢n cantal medial (telecanto);;;6;;;
2601;Evacuaci¢n de hifema;;;7;;;
2602;Extracci¢n cuerpo extra§o de c¢rnea profundo;;;4;;;
2603;Paracentesis de c†mara anterior;;;6;;;
2604;Queratotom°a radial mi¢pica o astigm†tica;;;20;;;
2610;Cauterizaci¢n de c¢rnea ( termo o cr°o aplicaci¢n);;;4;;;
2611;Queratectom°a;;;6;;;
2612;Resecci¢n tumor c¢rnea;;;8;;;
REPARACIONES Y OPERACIONES PLµSTICAS EN LA C‡RNEA;;;;;;;
2620;Sutura c¢rnea superficial;;;6;;;
2621;Sutura c¢rnea perforante;;;8;;;
2622;Queratoplastia penetrante;;;21;;;
2623;Queratoplastia penetrante (retiro puntos);;;3;;;
2624;Queratoplastia superficial o lamelar;;;13;;;
2625;Reparaci¢n herida corneoesclera con hernia uveal o faquectom°a;;;13;;;
2626;Queratofaquia;;;21;;;
2627;Queratomileusis;;;20;;;
2628;"Queratoplastia penetrante m†s cirug°a combinada de catarata, antiglaucomatosa o
lente intraocular";;;22;;;
2629;Implante de pr¢tesis corneana (queratopr¢tesis);;;21;;;
OPERACIONES EN LA ESCLER‡TICA;;;;;;;
2640;Escleroqueratoplastia;;;20;;;
2641;Escleroplastia;;;8;;;
2642;Resecci¢n tumor de la escler¢tica;;;8;;;
2643;Sutura de escler¢tica;;;8;;;
2644;Sutura corneoesclera;;;8;;;
7.  IRIS Y CUERPO CILIAR;;;;;;;
OPERACIONES EN IRIS Y/O CUERPO CILIAR;;;;;;;
2701;Iridectom°a;;;8;;;
2702;Iridodi†lisis anterior;;;7;;;
2703;Iridodi†lisis posterior;;;7;;;
2704;Iridotasis;;;7;;;
2706;Resecci¢n tumor cuerpo ciliar;;;9;;;
2707;Resecci¢n tumor iris;;;8;;;
REPARACIONES Y OPERACIONES PLµSTICAS EN IRIS O CUERPO CILIAR;;;;;;;
2720;Coreoplastia;;;8;;;
2721;Fijaci¢n iris;;;8;;;
2722;Iridoplastia;;;8;;;
2723;Iridotom°a por fotocoagulaci¢n;;;7;;;
OTRAS OPERACIONES EN IRIS;;;;;;;
2730;Ciclodiatermia;;;8;;;
2731;Sinequiotom°a;;;6;;;
2732;Ciclocrioterapia;;;8;;;
8.  CµMARA ANTERIOR Y RETINA;;;;;;;
OPERACIONES EN LA CµMARA ANTERIOR;;;;;;;
2801;Ciclodi†lisis;;;7;;;
2802;Goniotom°a;;;9;;;
2804;Trabeculectom°a (esclerectom°a subescleral);;;10;;;
2805;Trabeculotom°a;;;9;;;
2806;Fotocoagulaci¢n del †ngulo camerular (Trabeculoplastia);;;7;;;
OPERACIONES PARA REINSERCI‡N DE LA RETINA;;;;;;;
2810;"Retinopexias; incluye bucle escleral total o parcial";;;13;;;
2811;Retinopexia por crio, o diatermia;;;10;;;
2812;Fotocoagulaci¢n intraquir£rgica de retina, con laser;;;13;;;
2813;"Retinopexia; incluye bucle escleral total o parcial y gases";;;20;;;
2814;"Retinopexia intraquir£rgica con laser; incluye bucle escleral total o parcial";;;21;;;
9.  CRISTALINO Y CUERPO V÷TREO;;;;;;;
OPERACIONES EN CRISTALINO;;;;;;;
2901;Extracci¢n catarata por facoemulsificaci¢n, m†s lente intraocular;;;21;;;
2902;Inclusi¢n secundaria de lente intraocular suturado;;;20;;;
2903;Extracci¢n intracapsular o extracapsular de cristalino (excepto por facoemulsificaci¢n);;;10;;;
2904;Extracci¢n de cristalino por facoemulsificaci¢n;;;13;;;
2905;Extracci¢n catarata m†s lente intraocular;;;20;;;
2906;Inclusi¢n secundaria de lente intraocular;;;12;;;
2907;Capsulotom°a;;;10;;;
2908;Extracci¢n catarata m†s lente intraocular suturado;;;21;;;
OPERACI‡N EN CUERPO V÷TREO;;;;;;;
2910;Vitrectom°a;;;20;;;
2911;Vitrectom°a con o sin inserci¢n de silic¢n o gases y endolaser;;;23;;;
2912;Vitrectom°a m†s retinopexia;;;21;;;
2913;Vitrectom°a con inserci¢n de silic¢n y/o gases;;;22;;;
ART÷CULO 5: EstablÇzcase para las intervenciones quir£rgicas de Otorrinolaringolog°a, la siguiente nomenclatura y clasificaci¢n:;;;;;;;
1.  O÷DO EXTERNO;;;;;;;
INCISIONES EN O÷DO EXTERNO;;;;;;;
3101;Drenaje absceso de Bezold;;;5;;;
3102;Extracci¢n cuerpo extra§o conducto auditivo externo con incisi¢n;;;3;;;
ESCISIONES DE LESI‡N EN O÷DO EXTERNO;;;;;;;
3110;Resecci¢n apÇndice pre auricular;;;3;;;
3111;Resecci¢n f°stula pre auricular;;;7;;;
3112;Resecci¢n quiste pabell¢n auricular;;;5;;;
3113;Resecci¢n tumor benigno conducto auditivo externo;;;6;;;
3114;"Resecci¢n tumor maligno conducto auditivo externo; incluye reconstrucci¢n de la cavidad operatoria";;;13;;;
OPERACIONES REPARADORAS DEL CONDUCTO AUDITIVO EXTERNO;;;;;;;
3120;Correcci¢n agenesia conducto auditivo externo;;;13;;;
3121;"Suturas heridas de pabell¢n auricular; incluye Cart°lago";;;4;;;
3122;Estenosis secundaria a cirug°a;;;11;;;
2.  O÷DO MEDIO Y MASTOIDES;;;;;;;
INCISI‡NES EN T÷MPANO;;;;;;;
3201;Miringocentesis con colocaci¢n de v†lvula o di†bolo;;;6;;;
3202;Miringotom°a;;;3;;;
OPERACIONES PLµSTICAS EN O÷DO MEDIO;;;;;;;
3210;Miringoplastia;;;12;;;
3211;Miringoplastia con reemplazo de cadena ¢sea;;;20;;;
OPERACIONES EN ESTRIBO;;;;;;;
3220;Estapedectom°a;;;21;;;
OPERACIONES EN MASTOIDES;;;;;;;
3230;Injerto o anastomosis de nervio facial;;;22;;;
3231;Descompresi¢n nervio facial (2a y  3a porci¢n);;;20;;;
3232;Mastoidectom°a radical;;;13;;;
3233;Mastoidectom°a simple (†tico antromastoidectom°a);;;12;;;
3234;Mastoidectom°a radical modificada;;;20;;;
OTRAS OPERACIONES EN O÷DO MEDIO;;;;;;;
3240;Resecci¢n glomus yugularis (quemodectoma);;;21;;;
3.  O÷DO INTERNO;;;;;;;
INCISIONES Y ESCISIONES EN O÷DO INTERNO;;;;;;;
3301;"Laberintectom°a; incluye diatermia, crioterapia, electrocoagulaci¢n, ultrasonido y
vestibulotom°a para tratamiento del vÇrtigo (v°a abierta)";;;22;;;
3302;Laberintotom°a (derivaci¢n saco endolinf†tico);;;22;;;
OTRAS OPERACIONES EN O÷DO INTERNO;;;;;;;
3310;"Cirug°a del conducto auditivo interno; incluye neurectom°a del nervio vestibular,
resecci¢n neurinoma del ac£stico";;;22;;;
3311;Pr¢tesis: c¢clea artificial o implantes coclares;;;23;;;
4.  NARIZ Y SENOS PARANASALES;;;;;;;
RESECCIONES DE LESI‡N EN LA NARIZ;;;;;;;
3401;"Cirug°a del escleroma nasal; incluye resecci¢n de masas tumorales, permeabilizaci¢n
de luz nasal, tratamiento quir£rgico de las secuelas";;;10;;;
3402;Resecci¢n p¢lipo gigante naso antrocoanal de Killian;;;12;;;
3403;"Resecci¢n tumor benigno de cavum (v°a retrofar°ngea, transpalatina o transnasal); incluye fibroma nasofar°ngeo";;;20;;;
3404;"Resecci¢n tumor benigno de nariz; incluye polipectom°a nasal, extracci¢n rinolito";;;5;;;
3405;Resecci¢n tumor maligno de cavum (v°a retrofar°ngea o transpalatina);;;20;;;
3406;Cirug°a de Eyries;;;12;;;
OPERACIONES EN SEPTUM NASAL;;;;;;;
3410;"Cierre perforaci¢n septal; incluye injerto";;;12;;;
3411;Drenaje absceso o hematoma tabique nasal;;;3;;;
3412;"Septoplastia; incluye extirpaci¢n, reposici¢n cart°lago y hueso del sÇptum";;;10;;;
OPERACIONES EN LOS CORNETES;;;;;;;
3420;Electrocoagulaci¢n nervio vidiano y/o extirpaci¢n por microcirug°a;;;12;;;
3421;Turbinoplastia;;;7;;;
3423;Turbinectom°a;;;6;;;
OPERACIONES PLµSTICAS EN LA NARIZ;;;;;;;
3430;Septorrinoplastia (para funci¢n respiratoria, no estÇtica);;;12;;;
3431;"Sutura herida de nariz; incluye cart°lago y/o mucosa nasal";;;5;;;
REDUCCIONES DE FRACTURA DE LOS HUESOS NASALES;;;;;;;
3440;Reducci¢n fractura cerrada huesos propios;;;4;;;
3441;Reducci¢n fractura abierta huesos propios;;;5;;;
OTRAS OPERACIONES EN LA NARIZ;;;;;;;
3450;"Cirug°a para tratamiento de epistaxis; incluye ligadura car¢tida externa, ligadura
etmoidales, ligadura maxilar interna";;;12;;;
3451;Correcci¢n atresia coanas;;;12;;;
3452;Antrotom°a intranasal;;;6;;;
3453;Dermoplastia para epistaxis;;;12;;;
3454;"Correcci¢n f°stula oroantral; incluye f°stula gingivonasal";;;7;;;
OPERACIONES EN LOS SENOS PARANASALES;;;;;;;
3460;Frontotom°a radical;;;8;;;
3461;"Operaci¢n de Lynch; incluye mucocele frontal";;;10;;;
3462;Maxilo etmoidectom°a;;;11;;;
3463;Operaci¢n de Cadwell Luc (sinusotom°a maxilar);;;8;;;
3464;Cirug°a endosc¢pica transnasal;;;20;;;
3465;Microcirug°a de la fosa pterigomaxilar;;;21;;;
3466;Esfenoidotom°a;;;10;;;
3467;Etmoidectom°a externa;;;7;;;
3468;Etmoidectom°a intranasal;;;9;;;
3469;Maxilectom°a superior;;;12;;;
5.  LARINGE Y TRµQUEA;;;;;;;
INCISI‡NES EN LARINGE Y TRµQUEA;;;;;;;
3501;"Laringotom°a (Laringofisura); incluye para extracci¢n de cuerpo extra§o";;;9;;;
3502;Traqueostom°a;;;12;;;
ESCISIONES DE LESI‡N EN LARINGE, CUERDAS VOCALES Y TRµQUEA;;;;;;;
3510;"Resecci¢n lesi¢n laringe; incluye popilomatosis laringea";;;10;;;
3511;Resecci¢n lesi¢n tr†quea;;;10;;;
3512;Decorticaci¢n de las cuerdas vocales;;;10;;;
RESECCIONES RADICALES EN LARINGE;;;;;;;
3530;Laringuectom°a total;;;20;;;
3531;Laringofaringuectom°a;;;21;;;
REPARACIONES Y OPERACIONES PLµSTICAS EN LARINGE;;;;;;;
3540;Anastomosis laringo tr†queal tÇrmino terminal;;;12;;;
3541;Aplicaci¢n molde lar°ngeo;;;7;;;
3542;Ariteno°dopexia;;;10;;;
3543;Extracci¢n molde lar°ngeo;;;5;;;
3544;Laringoplastia;;;12;;;
3545;Laringorrafia;;;10;;;
RESECCI‡N PARCIAL EN LARINGE;;;;;;;
3550;"Laringuectom°a parcial; incluye hemilaringuectom°a frontal, frontolateral, horizontal o cordectom°a";;;12;;;
RECONSTRUCCION PLµSTICA EN TRµQUEA CON MATERIAL INERTE;;;;;;;
3570;Reconstrucci¢n pl†stica de la tr†quea;;;12;;;
OTRAS OPERACIONES EN LARINGE Y TRµQUEA;;;;;;;
3580;Cierre de f°stula tr†queal;;;8;;;
3581;Traqueorrafia;;;8;;;
3582;Dilataci¢n de la laringe (sesi¢n);;;3;;;
3583;Dilataci¢n de la tr†quea (sesi¢n);;;3;;;
3584;Inyecci¢n intracordal de tefl¢n o similar;;;12;;;
3585;Secci¢n de adherencia de laringe (sinequiotom°a anterior);;;9;;;
3586;Secci¢n de membrana congÇnita de laringe;;;10;;;
6.  FARINGE, AMIGDALAS Y ADENOIDES;;;;;;;
ESCISIONES EN AMIGDALAS Y ADENOIDES;;;;;;;
3601;Amigdalectom°a;;;7;;;
3602;Adenoamigdalectom°a;;;8;;;
3603;Adenoidectom°a;;;6;;;
OTRAS OPERACIONES EN AM÷GDALAS Y ADENOIDES;;;;;;;
3630;Control hemorragia post amigdalectom°a;;;6;;;
3631;Extracci¢n cuerpo extra§o am°gdalas;;;3;;;
3632;Operaci¢n de monobloque;;;12;;;
OPERACIONES EN FARINGE;;;;;;;
3640;Drenaje absceso far°ngeo;;;3;;;
3641;Drenaje absceso laterofar°ngeo (v°a externa);;;5;;;
3642;Resecci¢n divert°culo faringoesof†gico;;;13;;;
3643;Resecci¢n f°stula far°ngea;;;10;;;
3644;"Resecci¢n am°gdala lingual; incluye electrofulguraci¢n";;;7;;;
3645;Resecci¢n tumor benigno de faringe;;;10;;;
3646;Resecci¢n tumor maligno de faringe;;;12;;;
REPARACIONES Y OPERACIONES PLµSTICAS EN FARINGE;;;;;;;
3660;Cierre f°stula branquial;;;10;;;
3661;Correcci¢n de estenosis nasofar°ngea;;;10;;;
OTRAS OPERACIONES EN FARINGE;;;;;;;
3670;Dilataci¢n faringe (sesi¢n);;;3;;;
3671;"Extirpaci¢n de bandas far°ngeas; incluye electro fulguraci¢n, membrana congÇnita";;;6;;;
3672;Extracci¢n cuerpo extra§o enclavado en faringe (por v°a externa);;;9;;;
"ART÷CULO 6:: EstablÇzcase para las intervenciones quir£rgicas de las Gl†ndulas Tiroides y Paratiroides, la
siguiente nomenclatura y clasificaci¢n:";;;;;;;
1.  GLµNDULAS TIROIDES Y PARATIROIDES INCISI‡NES EN LA REGI‡N TIROIDEA;;;;;;;
4101;Drenaje absceso tiroideo;;;4;;;
4102;Exploraci¢n cuello (cuando no se practica otra intervenci¢n espec°fica);;;10;;;
RESECCIONES EN TIROIDES;;;;;;;
4110;"Tiroidectom°a sub total; incluye lobectom°a tiroidea total o parcial";;;11;;;
4111;Tiroidectom°a sub total y vaciamiento radical de cuello;;;13;;;
4112;Tiroidectom°a total;;;12;;;
4113;Tiroidectom°a total y vaciamiento radical de cuello;;;13;;;
4114;Vaciamiento unilateral de cuello;;;11;;;
4115;Vaciamiento bilateral de cuello;;;13;;;
4116;Vaciamiento suprahiodeo de cuello;;;10;;;
OTRAS OPERACIONES EN TIROIDES;;;;;;;
4120;Resecci¢n conducto tirogloso;;;9;;;
4121;Resecci¢n f°stula tiroglosa;;;9;;;
4122;Resecci¢n quiste tirogloso;;;9;;;
OPERACIONES EN LA PARATIROIDES;;;;;;;
4130;Paratiroidectom°a parcial o total;;;13;;;
ART÷CULO 7: EstablÇzcase para las intervenciones quir£rgicas Cardiovasculares, la siguiente nomenclatura y clasificaci¢n:;;;;;;;
1.  VASOS SANGU÷NEOS PERIFêRICOS;;;;;;;
INCISI‡NES Y/O EXTRACCIONES EN VASOS PERIFêRICOS;;;;;;;
5101;Exploraci¢n vaso perifÇrico (de grueso calibre);;;8;;;
5102;Trombectom°a vaso perifÇrico (de grueso calibre);;;10;;;
5103;Angioplastia perifÇrica;;;12;;;
5104;Trombolisis perifÇrica;;;5;;;
TRATAMIENTO QUIRÈRGICO DE LESI‡N DE ARTERIA;;;;;;;
5110;"Endarterectom°a de vasos perifÇricos (de grueso calibre); incluye resecci¢n de la °ntima tromboendarterectom°a con: parche de injerto sintÇtico o venoso";;;12;;;
ESCISIONES Y/O LIGADURAS DE VASOS PERIFêRICOS;;;;;;;
(EXCEPTO VENA VARICOSA);;;;;;;
