14958-17;ALERCET CAPSULA;Caja por 20 capsulas blandas en blister de PVDC transparentefoil aluminio por 5 capsulas cada uno;R06AE07;CETIRIZINA;INVIMA 2021M-002663-R3;CETIRIZINA DICLORHIDRATO;ORAL
14958-8;ALERCET CAPSULA;CAJA POR 100 CaPSULAS BLANDAS EN BLISTER PVCPVDC TRANSPARENTEFOIL ALUMINIO POR 10 CaPSULAS.;R06AE07;CETIRIZINA;INVIMA 2021M-002663-R3;CETIRIZINA DICLORHIDRATO;ORAL
14960-1;ENALAPRIL 20 MG. TABLETAS;CAJA POR 10 TABLETAS EN EMPAQUE BLISTER ALUMINIOPVC (COLOR aMBAR).;C09AA02;ENALAPRIL;INVIMA 2006M-005544 R1;ENALAPRIL MALEATO;ORAL
15875-3;TRIMEBUTINA MALEATO 200 MG.;CAJA POR 30 TABLETAS RECUBIERTAS CON BLISTER PVDCALUMINIO POR 15 TABLETAS RECUBIERTAS CADA UNO;A03AA05;TRIMEBUTINA;INVIMA 2017M-005684-R2;TRIMEBUTINA MALEATO;ORAL
15995-1;DIMETAPP JUNIOR;MUESTRA MEDICA FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 120ML EN CAJA;R01BA52 R06AB51;PSEUDOEFEDRINA COMBINACIONES BROMFENIRAMINA COMBINACIONES;INVIMA 2006M-003333-R1;CLORHIDRATO DE PSEUDOEFEDRINA MALEATO DE BROMFENIRAMINA;ORAL
16178-4;AMPICILINA 500 MG CAPSULA;CAJA X 14 CAPSULAS;J01CA01;AMPICILINA;M-005342;AMPICILINA TRIHIDRATADA (EQUIVALENTE A AMPICILINA);ORAL
16478-2;OMEPRAZOL 20 MG;CAJA X 15 CAPSULAS EN BLISTER ALUMINIO PVC- PVDC  POR 15 CAPSULAS CADA BLISTER.;A02BC01;OMEPRAZOL;INVIMA 2020M-007243-R2;OMEPRAZOL PELLETS 8,5% (EQUIVALENTE A  DE OMEPRAZOL BASE);ORAL
17145-17;NAPROXENO  250 MG COMPRIMIDOS;CAJA POR 900 COMPRIMIDOS EN BLISTER PVC TRANSPARENTE  ALUMINIO POR 30 COMPRIMIDOS;M01AE02;NAPROXENO;INVIMA 2021M- 002839 -R3;NAPROXENO BASE;ORAL
17346-2;RANITIDINA 300 MG TABLETAS RECUBIERTAS;CAJA POR 20 TABLETAS EN BLISTER PVC-PVDC BLANCOALU;A02BA02;RANITIDINA;INVIMA 2016M-005164-R2;RANITIDINA CLORHIDRATO 334,8 MG EQUIVALENTE A RANITIDINA BASE:;ORAL
17346-3;RANITIDINA 300 MG TABLETAS RECUBIERTAS;USO INSTITUCIONAL: CAJA PLEGADIZA CON 1 BLISTER PVCPVDC BLANCO ALUMINIO POR 10 TABLETAS RECUBIERTAS;A02BA02;RANITIDINA;INVIMA 2016M-005164-R2;RANITIDINA CLORHIDRATO 334,8 MG EQUIVALENTE A RANITIDINA BASE:;ORAL
17352-2;METADOXIL TABLETAS 500MG;CAJA POR 4 TABLETAS EN BLISTER PVCPVDC  ALUMINIO;N07BB99;METADOXINA;INVIMA 2006 M-005522 R1;METADOXINA;ORAL
17418-2;MULTIBIONTA JUNIOR TABLETAS EFERVESCENTES;TUBO POR 15 TABLETAS;A11AA03;MULTIVITAMINAS Y OTROS MINERALES INCL COMBINACIONES;INVIMA M-004774;ACIDO ASCORBICO ACIDO FOLICO CARBONATO DE CALCIO CARBONATO DE MAGNESIO BASICO LIGERO HIERRO (II) LACTATO PIRIDOXINA CLORHIDRATO RIBOFLAVINA FOSFATO SAL DISODICA DIHIDRATO TIAMINA NITRATO;ORAL
17586-2;DICLOXACILINA 500MG;CAJA POR 20 CAPSULAS, EN FOIL DE ALUMINIO.;J01CF01;DICLOXACILINA;INVIMA M-005065;DICLOXACILINA SODICA EQUIVALENTE A  DICLOXACILINA BASE;ORAL
17616-1;DRENOLAX GRANULADO;FRASCO POR 100 G;A02AA10;COMBINACIONES;INVIMA M-008425-R1;EXTRACTO DESECADO DE BILIS BOVINA SULFATO DE MAGNESIO;ORAL
18777-2;UROCUAD TABLETAS 100 MG.;CAJA EN CARTULINA CON BLISTER DE PVC TRANSPARENTEALUMINIO POR 50 TABLETAS.;M04AA01;ALOPURINOL;INVIMA 2016M-008901-R3;ALOPURINOL;ORAL
18933-5;ERITROMICINA TABLETAS RECUBIERTAS X 500 MG.;CAJA POR 8 TABLETAS RECUBIERTAS BLISTER PVCALUMINIO.;J01FA01;ERITROMICINA;INVIMA 2006M-002701 - R1;ERITROMICINA ESTEARATO USP 60%  (EQUIVALENTE A 500 MG DE ERITROMICINA BASE);ORAL
18989-6;VERACEF SUSPENSION 250 MG5ML;CAJA  DE CARToN CON UN FRASCO DE VIDRIO TIPO III CON POLVO PARA RECONSTITUIR POR 30 ML Y DOSIFICADOR.;J01DA31;CEFRADINA;INVIMA 2005 M- 006422 R-2;CEFRADINA;ORAL
191956779-1;BUPIRIDOL;CAJA X 10 TABLETAS EN BLISTER PVCALUMINIO.;N02AA59;CODEINA COMBINACIONES EXCL. SICOLEPTICOS;INVIMA 2006M-0005579;ACETAMINOFEN CODEINA FOSFATO;ORAL
19212-2;DIBETRIN  ECAR  INYECTABLE;AMPOLLA DE VIDRIO AMBAR POR 2 ML. PIROGRABADA. CAJA POR 3 AMPOLLAS.;A11DA01;TIAMINA (VIT B1);INVIMA 2006M-005786 R2;PIRIDOXINA CLORHIDRATO TIAMINA CLORHIDRATO;INTRAMUSCULAR
19391-6;DOCEFAL TOSUS;CAJA - FRASCO DE VIDRIO aMBAR TIPO III POR 100 ML. CON TAPA PILFER BLANCA.;R06AB54;CLORFENAMINA COMBINACIONES;INVIMA 2020M-007266-R2;CLORFENIRAMINA MALEATO DEXTROMETORFANO BROMHIDRATO;ORAL
19510-5;TRAMAL 100 SOLUCIoN PARA INYECCIoN.;MUESTRA MEDICA: CAJA POR 1 AMPOLLA DE VIDRIO TIPO I INCOLORO POR 2 ML;N02AX02;TRAMADOL;INVIMA 2015M-007194-R3;TRAMADOL CLORHIDRATO;INTRAMUSCULAR INTRAVENOSA SUBCUTANEA
19513-4;TRAMAL  GOTAS;MUESTRA MEDICA:CAJA PLEGADIZA CON FRASCO DE VIDRIO AMBAR TIPO III CON CUENTAGOTAS DE POLIETILENO DE BAJA DENSIDAD  Y TAPA PLASTI;N02AX02;TRAMADOL;INVIMA 2014  M-007195-R3;TRAMADOL CLORHIDRATO;ORAL
19541-2;ALCOHOL ANTISePTICO MARICEL;FRASCO PVC CON TAPA BLANCA EN POLIPROPILENO POR 360 ML.;D08AX08;ETANOL;INVIMA 2005M-008295-R2;ALCOHOL ETiLICO 96% VV (IMPOTABILIZADO CON DIETIL FTALATO AL 0,5% VV);TOPICA  EXTERNA
19722-1;LANPROTON;MUESTRA MEDICA: CAJA POR 2 CAPSULAS EN BLISTER PVDCALUMINIO.;A02BC03;LANSOPRAZOL;INVIMA 2005M-002715 - R1;LANSOPRAZOL PELLETS AL 8,377% EQUIVALENTES A LANSOPRAZOL;ORAL
19763-11;SYNOVULAR INYECTABLE;MUESTRA MeDICA: CAJA CON AMPOLLA MaS ETIQUETA EN BLiSTER PVC INCOLOROALUMINIO MAS JERINGA DESECHABLE;G03FA04;PROGESTERONA Y ESTROGENO;INVIMA  2021M-007700-R3;ALGESTONA ACETOFENIDO ESTRADIOL ENANTATO;INTRAMUSCULAR
19763-8;SYNOVULAR INYECTABLE;Caja por 24 ampollas de vidrio tipo I por 1 mL pirograbada o con etiqueta en blister PVC IncoloroPapel termosellable en estuche;G03FA04;PROGESTERONA Y ESTROGENO;INVIMA  2021M-007700-R3;ALGESTONA ACETOFENIDO ESTRADIOL ENANTATO;INTRAMUSCULAR
104739-6;VALCOTE  500 MG TABLETAS DE LIBERACION RETARDADA;Muestra Medica: Caja plegadiza con frasco por 10 tabletas recubiertas;N03AG01;VALPROICO aACIDO;INVIMA 2016M-007660-R3;DIVALPROATO SODICO EQUIVALENTE A 500MG DE ACIDO VALPROICO;ORAL
11700-1;AZITROMICINA TABLETAS RECUBIERTAS X 500 MG;Caja por 1 tableta recubierta en un blister PVCPVDCAluminio x 1 tableta recubierta;J01FA10;AZITROMICINA;INVIMA 2022M-003819-R3;AZITROMICINA DIHIDRATO EQUIVALENTE A AZITROMICINA ANHIDRA;ORAL
11852-1;SELEGILINA CLORHIDRATO (TABLETAS);CAJA POR 10 TABLETAS EN BLISTER POR 10 TABLETAS;N04BD01;SELEGILINA;INVIMA M-005773;SELEGILINA CLORHIDRATO;ORAL
12774-2;IBUPROFENO TABLETAS 400 MG;CAJA X 40 TABLETAS EN BLISTER DE ALUMINIOPVC;M01AE01;IBUPROFENO;INVIMA M- 005169;IBUPROFENO;ORAL
12888-1;SALBUTAMOL JARABE;MUESTRA MEDICA: FRASCO X 30 ML.;R03AC02;SALBUTAMOL;INVIMA 2016M-002688-R2;SALBUTAMOL SULFATO 0,048 G EQUIVALENTE A SALBUTAMOL BASE;ORAL
12888-3;SALBUTAMOL JARABE;FRASCO X 60 ML.;R03AC02;SALBUTAMOL;INVIMA 2016M-002688-R2;SALBUTAMOL SULFATO 0,048 G EQUIVALENTE A SALBUTAMOL BASE;ORAL
13161-4;GENTAMICINA  80 MG INYECTABLE;CAJA X 10 AMPOLLA X 2ML;D06AX07;GENTAMICINA;M-011721;GENTAMICINA SULFATO EQUIVALENTE A GENTAMICINA BASE;INTRAMUSCULAR
13358-5;VENOFER INYECTABLE.;AMPOLLA DE VIDRIO TIPO I, INCOLORA DE 5 ML. EN CAJA POR 100 AMPOLLAS EN BLISTER PLASTICO.;B03AC02;HIERRO OXIDO SACARATADO;INVIMA 2018M-006989-R2;HIERRO COMO (HIERRO SACARATO (HIERRO III-COMPLEJO DE HIDROXIDO SUCROSA);INTRAVENOSA
13838-1;EPAXAL INYECTABLE;CAJA X 50 AMPOLLA CON 0,5 ML.;J07BC02;HEPATITIS AM INACTIVADA VIRUS ENTERO;INVIMA 2008 M- 010758 R1;ANTIGENO DEL VIRUS DE HEPATITIS A    MAYOR A;PARENTERAL
13852-3;AMEROXICAM 20 MG INYECTABLE;CAJA CON 10 AMPOLLAS DE VIDRIO TIPO I POR 1ML;M01AC01;PIROXICAM;INVIMA M-006894;PIROXICAM;PARENTERAL
14446-3;CLARITROMICINA 500 MG TABLETAS RECUBIERTAS;CAJA POR 28 TABLETAS EN BLISTER PVC TRANSPARENTE  ALUMINIO.;J01FA09;CLARITROMICINA;INVIMA 2022M-003442-R3;CLARITROMICINA;ORAL
14958-20;ALERCET CAPSULA;Caja por 20 capsulas blandas en blister de PVC transparentefoil aluminio por 20 capsulas cada uno;R06AE07;CETIRIZINA;INVIMA 2021M-002663-R3;CETIRIZINA DICLORHIDRATO;ORAL
15678-2;ACETAMINOFEN GOTAS X 100 MG  ML.;FRASCO POR 30ML EN POLIETILENO DE BAJA DENSIDAD;N02BE01;PARACETAMOL;INVIMA 2006 M-005092-R2;ACETAMINOFEN POLVO USP;ORAL
16166-1;TICLID GRAGEAS;CAJA X 10 GRAGEAS;B01AC05;TICLOPIDINA;M-008259 R1;TICLOPIDINA  CLORHIDRATO;ORAL
16166-3;TICLID GRAGEAS;PLAQUETA X 10 GRAGEAS;B01AC05;TICLOPIDINA;M-008259 R1;TICLOPIDINA  CLORHIDRATO;ORAL
16779-6;AMBROXOL  15 MG 5ML JARABE;Muestra Medica: Frasco PET ambar x 120 mL con tapa alusud.;R05CB06;AMBROXOL;INVIMA 2022M-08866-R3;AMBROXOL CLORHIDRATO;ORAL
17134-12;AMLODIPINO 5 MG;CAJA POR 30 TABLETAS  EN BLISTER PVCALUMINIO  POR 10 TABLETAS CU.;C08CA01;AMLODIPINA;INVIMA 2015 M-002545-R2;AMLODIPINO BESILATO  EQUIVALENTE A AMLODIPINO   BASE;ORAL
17135-10;TRAZODONA 50 MG TABLETAS;CAJA POR 900 TABLETAS EN BLISTER PVC  ALUMINIO.;N06AX05;TRAZODONA;INVIMA 2021M-002634-R3;TRAZODONA CLORHIDRATO;ORAL
17137-9;AMLODIPINO 10 MG;CAJA POR 200 TABLETAS EN BLISTER PVCALUMINIO POR 10TABLETAS CU.;C08CA01;AMLODIPINA;INVIMA 2015 M- 002791-R2;AMLODIPINO BESILATO  EQUIVALENTE A  AMLODIPINO BASE;ORAL
17141-7;LOVASTATINA 20 MG;CAJA POR 200 TABLETAS EN BLISTER DE PVCALUMINIO;C10AA02;LOVASTATINA;INVIMA 2007 M- 006930 R1;LOVASTATINA;ORAL
17144-1;AMITRIPTILINA 25 MG TABLETAS;CAJA POR 300 TABLETAS, EN BLISTER PVC TRANSPARENTE ALUMINIO POR 10 TABLETAS CADA BLISTER (USO INSTITUCIONAL UNIDOSIS);N06AA09;AMITRIPTILINA;INVIMA 2020M-002794-R3;AMITRIPTILINA CLORHIDRATO;ORAL
17144-6;AMITRIPTILINA 25 MG TABLETAS;CAJA POR 300 TABLETAS EN 10 BLISTER DE PVC  ALUMINIO POR 30 TABLETAS CADA UNO;N06AA09;AMITRIPTILINA;INVIMA 2020M-002794-R3;AMITRIPTILINA CLORHIDRATO;ORAL
17145-5;NAPROXENO  250 MG COMPRIMIDOS;CAJA POR 210 COMPRIMIDOS EN BLISTER PVC TRANSPARENTE  ALUMINIO POR 10  COMPRIMIDOS;M01AE02;NAPROXENO;INVIMA 2021M- 002839 -R3;NAPROXENO BASE;ORAL
